movieId,imdbId,tmdbId
786,116213,9268
788,117218,9327
798,116040,11228
799,116365,10779
800,116905,26748
801,116493,38223
802,117333,9294
804,117628,11363
805,117913,1645
809,116320,18550
810,116756,11511
813,116823,34170
818,118073,12606
828,115472,18975
829,116707,11962
830,116313,2925
832,117438,3595
833,116531,9308
836,115857,12123
837,117008,10830
838,116191,3573
839,115986,10546
842,117826,9431
848,117718,47907
849,116225,10061
851,115632,549
852,117918,10478
858,68646,238
861,104558,11134
866,115736,9303
880,116654,9306
881,116311,12559
886,115783,10723
891,113253,10987
892,117991,44705
898,32904,981
899,45152,872
900,43278,2769
901,50419,13320
902,54698,164
903,52357,426
904,47396,567
905,25316,3078
906,36855,13528
908,53125,213
909,53604,284
910,53291,239
911,56923,4808
912,34583,289
913,33870,963
914,58385,11113
915,47437,6620
916,46250,804
918,37059,909
919,32138,630
920,31381,770
921,84370,31044
922,43014,599
923,33467,15
924,62622,62
926,42192,705
928,32976,223
930,38787,303
931,38109,4174
932,50105,8356
933,48728,381
934,42451,20758
936,31725,1859
938,51658,17281
940,29843,10907
942,37008,1939
943,39420,22292
945,27125,3080
948,49261,1712
949,48028,220
950,25878,3529
951,32599,3085
952,48960,2897
953,38650,1585
954,31679,3083
955,29947,900
965,26029,260
968,63350,10331
969,43265,488
971,51459,261
973,33891,32574
986,116329,11076
990,117011,10861
991,117039,1770
994,115678,18203
996,116830,9333
999,115438,9401
1004,116421,9625
1005,116000,10680
1006,115862,6346
1007,72653,18660
1009,72951,14821
1010,64603,14136
1011,71607,10869
1012,50798,22660
1013,55277,19186
1014,54195,31102
1015,107131,6878
1016,53271,15944
1017,54357,18444
1018,59793,20723
1019,46672,173
1020,106611,864
1021,109127,24795
1022,42332,11224
1023,63819,81310
1024,38166,15947
1025,57546,9078
1027,102798,8367
1028,58331,433
1029,33563,11360
1030,76538,11114
1031,66817,12335
1032,43274,12092
1033,82406,10948
1034,116361,11229
1035,59742,15121
1036,95016,562
1037,104692,10163
1041,117589,11159
1042,117887,9591
1043,117924,30500
1047,116908,11412
1049,116409,10586
1050,116913,42314
1056,116722,25147
1057,116242,9716
1059,117509,454
1060,117802,10218
1061,117665,819
1064,115491,11238
1073,67992,252
1077,70707,11561
1078,66808,11302
1079,95159,623
1080,79470,583
1081,84865,12614
1082,68334,21711
1083,59243,11575
1084,61418,475
1086,46912,521
1088,92890,88
1089,105236,500
1090,91763,792
1091,98627,8491
1092,103772,402
1093,101761,10537
1094,104036,11386
1095,104348,9504
1096,84707,15764
1097,83866,601
1100,99371,2119
1101,92099,744
1103,48545,221
1104,44081,702
1120,117318,1630
1124,82846,11816
1125,72081,11843
1126,101775,10379
1127,96754,2756
1128,80749,790
1129,82340,1103
1130,82533,11298
1131,91288,4480
1132,91480,4481
1135,81375,10765
1136,71853,762
1147,118147,10548
1148,108598,531
1171,103850,10608
1172,95765,11216
1173,97108,7452
1175,101700,892
1177,101811,26561
1178,50825,975
1179,99703,18129
1183,116209,409
1184,102426,38251
1185,97937,10161
1186,98724,1412
1187,105107,41768
1188,105488,10409
1189,96257,14285
1190,101026,2469
1191,102370,10174
1192,100332,31225
1193,73486,510
1194,78446,11455
1196,80684,1891
1197,93779,2493
1198,82971,85
1199,88846,68
1200,90605,679
1201,60196,429
1202,94336,13446
1203,50083,389
1204,56172,947
1206,66921,185
1207,56592,595
1208,78788,28
1209,64116,335
1210,86190,1892
1211,93191,144
1212,41959,1092
1213,99685,769
1214,78748,348
1215,106308,766
1216,95250,175
1217,89881,11645
1218,97202,10835
1219,54215,539
1220,80455,525
1221,71562,240
1222,93058,600
1223,104361,530
1224,97499,10705
1225,86879,279
1226,45061,3109
1227,87843,311
1228,81398,1578
1230,75686,703
1231,86197,9549
1232,79944,1398
1233,82096,387
1234,70735,9277
1235,67185,343
1237,50976,490
1238,85859,11235
1240,88247,218
1241,103873,763
1242,97441,9665
1243,100519,18971
1244,79522,696
1245,100150,379
1246,97165,207
1247,61722,37247
1248,52311,1480
1249,100263,9322
1250,50212,826
1251,56801,422
1252,71315,829
1253,43456,828
1254,40897,3090
1255,92610,9964
1256,23969,3063
1257,88794,13667
1258,81505,694
1259,92005,235
1260,22100,832
1261,92991,765
1262,57115,5925
1263,77416,11778
1264,82269,4485
1265,107048,137
1266,105695,33
1267,56218,982
1268,100436,8428
1269,36613,212
1270,88763,105
1271,101921,1633
1272,66206,11202
1273,90967,1554
1274,94625,149
1275,91203,8009
1276,61512,903
1277,99334,11673
1278,72431,3034
1279,102536,339
1280,101640,10404
1281,32553,914
1282,32455,756
1283,44706,288
1284,38355,910
1285,97493,2640
1286,81534,16633
1287,52618,665
1288,88258,11031
1289,85809,11314
1290,94006,15143
1291,97576,89
1292,78841,10322
1293,83987,783
1295,96332,10644
1296,91867,11257
1297,89886,14370
1298,84503,12104
1299,87553,625
1300,89606,8816
1301,49223,830
1302,97351,2323
1303,73341,983
1304,64115,642
1306,101458,10341
1307,98635,639
1320,103644,8077
1321,82010,814
1327,78767,11449
1333,56869,571
1334,51418,8851
1339,103874,6114
1342,103919,9529
1343,101540,1598
1344,55824,11349
1345,74285,7340
1346,83722,6217
1347,87800,377
1348,13442,653
1350,75005,794
1354,115751,145
1356,117731,199
1357,117631,7863
1358,117666,12498
1359,116705,9279
1361,117293,17204
1363,117372,21539
1365,117477,12709
1366,115988,20539
1367,115433,11674
1370,99423,1573
1371,79945,152
1372,102975,174
1373,98382,172
1374,84726,154
1375,88170,157
1376,92007,168
1377,103776,364
1378,96487,11967
1379,100994,9086
1380,77631,621
1381,84021,9037
1385,105690,8845
1387,73195,578
1388,77766,579
1389,85750,17692
1390,117119,17795
1391,116996,75
1393,116695,9390
1394,93822,378
1395,94155,10896
1396,105435,2322
1399,116999,9819
1405,115641,3179
1407,117571,4232
1408,104691,9361
1409,117038,2928
1411,116477,10549
1414,117091,27265
1416,116250,8818
1425,119115,12145
1429,116704,9404
1431,118708,9622
1432,119664,8860
1438,118928,9619
1441,106387,4104
1442,119937,26306
1445,119640,14908
1446,116790,784
1449,118111,16448
1454,120238,28059
1457,119141,1968
1459,118548,66
1461,120434,11419
1464,116922,638
1466,119008,9366
1468,118750,21915
1474,119432,9446
1476,119951,9403
1479,120053,10003
1480,120152,9311
1483,115964,884
1485,119528,1624
1487,120094,16052
1488,118972,4477
1498,119381,12723
1499,118615,9360
1500,119229,9434
1513,120032,9611
1515,120461,10357
1517,118655,816
1518,118771,2163
1527,119116,18
1537,117615,11239
1541,118556,2058
1542,115744,9450
1544,119567,330
1552,118880,1701
1554,114134,26422
1556,120179,1639
1562,118688,415
1566,119282,11970
1569,119738,8874
1573,119094,754
1580,119654,607
1582,120512,38225
1584,118884,686
1586,119173,4421
1587,82198,9387
1588,119190,10603
1589,118887,2142
1590,119081,8413
1591,120177,10336
1593,119896,9413
1594,119361,14585
1597,118883,8834
1603,119675,4961
1608,118571,9772
1610,99810,1669
1611,102494,468
1614,119360,10806
1615,119051,9433
1616,119874,6623
1617,119488,2118
1619,120102,978
1620,119468,9437
1625,119174,2649
1627,120399,10155
1633,120402,55306
1635,119349,68924
1639,118842,2255
1641,119164,9427
1643,119280,17589
1644,119345,3597
1645,118971,1813
1646,120029,36797
1653,119177,782
1658,119535,8067
1663,83131,10890
1665,118689,1281
1667,119592,9770
1672,119978,11975
1673,118749,4995
1674,90329,9281
1676,120201,563
1678,107282,19931
1680,120148,10215
1681,119707,9823
1682,120382,37165
1683,120520,45609
1687,119395,4824
1688,118617,9444
1689,120483,9414
1690,118583,8078
1693,118607,11831
1694,118632,2895
1701,118954,2639
1702,119137,9574
1703,119142,10371
1704,119217,489
1707,119303,9714
1711,119668,8197
1713,119715,6283
1717,120082,4233
1719,120255,10217
1721,120338,597
1722,120347,714
1726,119925,9922
1729,119396,184
1732,118715,115
1734,119590,27103
1735,119223,9410
1747,120885,586
1748,118929,2666
1753,120693,9490
1754,119099,9411
1755,120122,25719
1760,120185,6116
1762,118956,9457
1769,120008,11702
1772,118747,11568
1777,120888,11003
1779,120184,10153
1783,120782,30949
1784,119822,2898
1785,99939,9558
1792,120873,11808
1797,120661,21736
1799,120241,10668
1801,120744,9313
1805,120890,617
1806,125454,36568
1809,119250,5910
1810,119942,9440
1821,120772,17127
1831,120738,2157
1833,120749,8838
1834,120176,29193
1835,120632,795
1840,124718,9469
1845,120906,16148
1848,118755,9449
1855,120725,31220
1858,117786,10622
1862,120841,10216
1863,120742,9771
1866,120609,9448
1873,119683,4415
1875,118866,55561
1876,120647,8656
1882,120685,929
1883,118798,9452
1884,120669,1878
1885,120777,9844
1889,119375,26610
1892,120787,1965
1894,120828,6068
1895,127723,15037
1907,120762,10674
1909,120902,846
1911,118998,3050
1912,120780,1389
1914,120321,20862
1916,118789,9464
1917,120591,95
1918,122151,944
1919,123987,35680
1920,122718,11551
1921,138704,473
1923,129387,544
1924,52077,10513
1927,20629,143
1931,26752,12311
1939,36868,887
1944,45793,11426
1945,47296,654
1947,55614,1725
1948,57590,5769
1949,60665,874
1950,61811,10633
1951,63385,17917
1952,64665,3116
1953,67116,1051
1954,75148,1366
1955,79417,12102
1956,81283,16619
1957,82158,9443
1958,86425,11050
1959,89755,606
1960,93389,746
1961,95953,380
1962,97239,403
1963,65063,11485
1964,67309,466
1965,87995,13820
1966,100142,15389
1967,91369,13597
1968,88847,2108
1969,89686,10014
1970,93629,10072
1971,95742,10131
1972,97981,10160
1973,101917,11284
1974,80761,4488
1975,82418,9725
1976,83972,9728
1977,87298,9730
1982,77651,948
1983,82495,11281
1991,94862,10585
1993,103956,11187
1994,84516,609
1995,91778,11133
1997,70047,9552
2000,93409,941
2001,97733,942
2002,104714,943
2003,87363,927
2004,99700,928
2005,89218,9340
2006,120746,9342
2009,70723,12101
2010,17136,19
2011,96874,165
2012,99088,196
2013,69113,551
2014,76054,16084
2015,54594,17984
2017,54649,32611
2018,34492,3170
2019,47478,346
2020,94947,859
2021,87182,841
2022,95497,11051
2023,99674,242
2025,119558,9769
2027,120741,9835
2028,120815,857
2033,88814,10957
2034,78869,9570
2036,109287,13962
2040,65566,29228
2042,109520,11164
2046,91059,10122
2048,91149,9994
2052,107120,10439
2053,104437,11158
2054,97523,9354
2058,120768,9631
2059,120783,9820
2060,131857,14013
2064,98213,1779
2065,89853,10849
2067,59113,907
2070,86423,42121
2072,96734,11974
2073,89126,20348
2076,90756,793
2077,89385,35144
2078,61852,9325
2080,48280,10340
2081,97757,10144
2082,104868,10414
2083,104940,10437
2084,104990,15300
2085,55254,12230
2087,46183,10693
2088,81353,11335
2089,100477,11135
2090,76618,11319
2092,107952,15969
2093,89908,13155
2094,102803,10249
2096,53285,10882
2097,86336,24808
2099,38969,13850
2100,88161,2619
2105,84827,97
2106,108265,10419
2108,102250,2107
2109,79367,6471
2110,83798,9442
2111,85894,11591
2112,101969,13697
2114,86066,227
2115,87469,87
2116,77869,123
2117,87803,9314
2118,85407,11336
2121,85382,10489
2122,87050,10823
2123,96787,11497
2124,101272,2907
2125,120631,9454
2126,120832,8688
2130,80388,23954
2132,61184,396
2133,92513,14367
2134,90305,11814
2135,61584,16081
2136,57372,18331
2137,70016,15171
2138,78480,11837
2139,84649,11704
2140,83791,11639
2141,90633,4978
2142,101329,10380
2143,89469,11976
2144,88128,15144
2145,91790,11522
2146,90060,11557
2148,91223,11415
2150,80801,8393
2151,97443,11937
2153,118661,9320
2155,120831,14662
2159,99763,10692
2160,63522,805
2161,88323,34584
2162,100240,34636
2163,80391,2182
2167,120611,36647
2169,118301,14557
2170,120901,9417
2171,119778,41469
2174,94721,4011
2176,40746,1580
2183,49470,574
2184,48750,11219
2186,44079,845
2188,120577,3682
2193,96446,847
2194,94226,117
2195,120654,14577
2202,37017,13321
2203,36342,21734
2206,34248,11462
2208,30341,940
2231,128442,10220
2232,123755,431
2236,124879,22796
2239,73817,37916
2240,81207,21873
2243,92699,12626
2245,96463,3525
2247,95593,2321
2248,98258,2028
2249,100212,16384
2252,104412,10699
2253,105629,11597
2259,86973,14347
2261,91680,18282
2262,90583,18169
2263,96073,11082
2266,101523,20096
2268,104257,881
2269,107211,4478
2273,120812,2109
2275,118736,24746
2278,122690,8195
2279,146336,9877
2282,126604,11855
2287,47573,11071
2288,84787,1091
2289,105151,10403
2290,81554,11337
2291,99487,162
2294,120587,8916
2296,120770,9429
2297,120889,12159
2300,63462,30197
2301,82517,10156
2302,104952,10377
2303,73440,3121
2306,120701,9713
2311,86837,4437
2312,90830,1890
2313,80678,1955
2315,144120,11932
2316,120791,6435
2318,147612,10683
2320,118636,9445
2321,120789,2657
2322,120157,9425
2324,118799,637
2325,124819,8675
2328,120877,9945
2329,120586,73
2334,133952,9882
2335,120484,10663
2336,127536,4518
2338,130018,3600
2340,119643,297
2344,89941,11893
2346,73747,12223
2348,91954,14924
2349,91538,10002
2351,50783,19426
2352,85244,12560
2353,120660,9798
2354,134067,14444
2355,120623,9487
2356,120533,9466
2357,140888,666
2359,166396,10162
2360,154420,309
2361,69089,692
2366,24216,244
2367,74751,10730
2369,89017,8130
2371,89155,9749
2372,97366,14628
2373,89893,9626
2374,91159,13698
2375,91541,10466
2376,90264,707
2377,89489,11954
2378,87928,9336
2379,89822,10157
2380,91777,12118
2381,93756,10587
2382,95882,11825
2384,120595,9447
2387,124198,10029
2389,155975,11252
2390,147004,8545
2391,120324,10223
2392,141109,9745
2393,120844,200
2394,120794,9837
2395,128445,11545
2396,138097,1934
2398,39628,11881
2401,89767,8879
2402,89880,1369
2403,83944,1368
2404,95956,1370
2405,89370,10303
2406,88011,9326
2407,88933,10328
2408,94890,11285
2409,79817,1367
2410,84602,1371
2411,89927,1374
2412,100507,1375
2413,88930,15196
2414,90357,11904
2416,90685,15596
2418,91653,29968
2420,87538,1885
2421,91326,8856
2422,97647,10495
2423,97958,5825
2424,128853,9489
2427,120863,8741
2428,133751,9276
2429,120751,9822
2430,41650,39314
2431,129290,10312
2432,120686,9441
2433,120633,9422
2436,120857,10368
2443,145734,825
2445,132512,15556
2447,139699,14709
2450,91225,10658
2454,51622,11815
2455,91064,9426
2456,97368,10344
2457,91875,15698
2458,90660,2620
2459,72271,30497
2463,91877,12151
2467,91605,192
2468,91306,10945
2469,91738,10013
2470,90555,9671
2471,92493,9396
2473,91991,12278
2474,90863,11873
2476,91187,10015
2478,92086,8388
2485,160862,10314
2490,120784,2112
2491,145893,16172
2492,138987,111794
2496,124298,11622
2497,139462,10207
2498,120764,9849
2500,155776,18892
2501,132477,13466
2502,151804,1542
2504,137338,15256
2505,134273,8224
2506,123209,18417
2513,98084,8913
2517,85333,8769
2518,84412,14742
2524,72308,5919
2527,70909,2362
2528,74812,10803
2529,63442,871
2530,65462,1685
2531,69768,1705
2532,68408,1688
2533,67065,1687
2539,122933,9535
2541,139134,796
2542,120735,100
2548,144814,7341
2549,131646,10350
2550,57129,11772
2551,94964,9540
2553,54443,11773
2558,141098,1641
2560,129332,10212
2565,49408,16520
2567,131369,11374
2568,120757,16379
2570,120613,28029
2571,133093,603
2572,147800,4951
2574,129280,8970
2579,154506,11660
2580,139239,9430
2581,151738,11355
2583,126250,9465
2594,125659,1902
2596,133189,6396
2598,120797,12596
2599,126886,9451
2600,120907,1946
2605,137494,1844
2606,138510,6552
2613,87799,18462
2616,99422,8592
2617,120616,564
2618,118826,13852
2622,140379,10210
2628,120915,1893
2640,78346,1924
2641,81573,8536
2642,86393,9531
2643,94074,11411
2644,21814,138
2648,21884,3035
2654,34398,13666
2657,73629,36685
2662,46534,8974
2664,49366,11549
2668,84745,17918
2670,52151,18784
2671,125439,509
2672,139809,1090
2676,128278,12117
2683,145660,817
2686,120802,14283
2687,120855,37135
2688,144214,2275
2690,122541,24137
2692,130827,104
2694,142342,9032
2699,99052,6488
2700,158983,9473
2701,120891,8487
2702,162677,10279
2706,163651,2105
2707,137363,1073
2709,158811,10208
2710,185937,2667
2712,120663,345
2713,139414,9825
2716,87332,620
2717,97428,2978
2718,157503,10490
2719,171363,11618
2720,141369,332
2722,149261,8914
2723,132347,9824
2724,163187,4806
2726,49406,247
2728,54331,967
2729,56193,802
2730,72684,3175
2731,53198,147
2732,55032,1628
2734,91557,11120
2735,91129,10136
2736,90774,32060
2739,88939,873
2745,91530,11416
2746,91419,10776
2747,54033,24452
2748,92534,9710
2750,93818,30890
2752,93690,20242
2759,144168,16406
2761,129167,10386
2762,167404,745
2763,155267,913
2764,63688,912
2769,138946,19457
2770,131325,11353
2772,165710,9781
2779,77663,12185
2787,88889,10552
2788,66765,9267
2791,80339,813
2792,83530,2665
2793,118604,9406
2794,89670,11418
2795,85995,11153
2796,95188,14170
2797,94737,2280
2798,100419,11077
2799,102719,28597
2802,96244,10396
2803,107798,9944
2804,85334,850
2805,130121,10154
2806,133046,10342
2808,105698,9349
2810,156887,10494
2815,91278,11037
2819,73802,11963
2822,104839,9096
2826,120657,1911
2827,138304,2900
2829,164108,37718
2840,145531,10307
2841,164181,11601
2843,118843,1075
2846,97050,47951
2857,63823,12105
2858,169547,14
2859,88178,24128
2860,181316,11001
2861,126916,10390
2863,58182,704
2866,77280,24153
2867,89175,11797
2870,61385,17887
2871,68473,10669
2872,82348,11527
2875,108185,1049
2877,73812,11326
2879,99558,10975
2880,91431,10974
2881,150377,10398
2883,140397,24071
2888,164114,14429
2889,134618,15198
2890,120188,6415
2901,79714,9638
2906,156934,12618
2907,167427,13824
2908,171804,226
2912,165854,10388
2915,86200,9346
2916,100802,861
2917,82089,14412
2918,91042,9377
2919,86617,11541
2921,68699,11901
2922,61747,4929
2924,80179,11230
2925,65571,8416
2926,95270,11054
2935,33804,3086
2936,34240,16305
2937,35169,32255
2940,38559,3767
2941,52225,17352
2942,85549,535
2944,61578,1654
2946,59260,14831
2947,58150,658
2948,57076,657
2949,55928,646
2950,80453,5689
2951,58461,391
2952,119256,8052
2953,104431,772
2956,94008,31650
2959,137523,550
2961,160916,12220
2966,166896,404
2968,81633,36819
2971,78754,16858
2973,97123,11562
2976,163988,8649
2985,93870,5548
2986,100502,5549
2987,96438,856
2989,82398,699
2990,97742,709
2991,70328,253
2993,59800,660
2995,185371,11377
2997,120601,492
3000,119698,128
3004,120596,2020
3005,145681,9481
3006,140352,9008
3007,181288,14242
3016,83767,16281
3018,89885,1694
3019,97240,476
3020,106856,37094
3022,17925,961
3024,78087,24831
3029,82817,21610
3030,55630,11878
3032,67525,11234
3033,94012,957
3034,70608,11886
3035,48380,37853
3036,82484,62204
3037,65988,11040
3038,50371,21849
3039,86465,1621
3040,79540,14035
3041,87700,40771
3044,101669,11498
3045,105130,11790
3052,120655,1832
3053,151137,10047
3054,190641,10228
3060,101605,11663
3061,34862,13485
3062,56197,9289
3063,105156,9264
3066,66473,11165
3067,95675,4203
3068,84855,24226
3070,86856,11379
3071,94027,29154
3072,93565,2039
3079,178737,10399
3081,162661,2668
3082,143145,36643
3083,185125,99
3087,96061,9647
3088,42546,11787
3089,40522,5156
3090,93509,24276
3095,32551,596
3098,87781,11393
3099,73692,31121
3100,105265,293
3101,93010,10998
3102,89360,12235
3104,95631,9013
3105,99077,11005
3107,101393,2924
3108,101889,177
3113,146675,9946
3114,120363,863
3115,155711,31582
3130,99165,9586
3134,28950,777
3146,205000,10402
3147,120689,497
3148,124315,1715
3152,67328,25188
3153,51337,15515
3155,166485,1439
3156,182789,2277
3157,164912,10137
3159,120910,49948
3160,175880,334
3168,64276,624
3169,87231,26578
3173,146838,9563
3174,125664,1850
3175,177789,926
3176,134119,1213
3177,195945,10471
3178,174856,10400
3181,120866,12524
3182,192335,28216
3186,172493,3558
3189,156812,17908
3196,46359,632
3197,95897,11851
3198,70511,5924
3200,70290,14886
3201,65724,26617
3203,97162,10493
3204,77269,16241
3208,107659,9644
3210,83929,13342
3213,106364,14919
3219,100318,2990
3221,83851,10831
3238,120662,18681
3243,104187,10406
3244,76095,14741
3246,104797,1883
3247,105417,2005
3248,108147,6279
3249,104389,11087
3250,106246,7305
3251,88683,24735
3252,105323,9475
3253,105793,8872
3254,108525,8873
3255,104694,11287
3256,105112,9869
3257,103855,619
3258,104070,9374
3259,104231,11259
3260,104454,8293
3261,105415,11068
3262,105665,1923
3263,105812,10158
3264,103893,10206
3265,104684,11782
3266,103905,10086
3267,104815,9367
3268,105477,9876
3269,104291,10326
3270,104040,16562
3271,105046,9609
3272,103759,12143
3273,134084,4234
3274,105414,9605
3275,144117,8374
3285,163978,1907
3286,184907,15489
3296,62376,25934
3298,181984,14181
3300,134847,2787
3301,190138,2069
3307,21749,901
3308,87265,25010
3310,12349,10098
3316,184858,2155
3317,185014,11004
3327,218043,14271
3328,165798,4816
3334,40506,11016
3341,42276,24481
3342,86969,11296
3347,86005,14280
3354,183523,2067
3355,142688,622
3358,101698,12186
3359,78902,20283
3360,91217,5693
3361,94812,287
3362,72890,968
3363,69704,838
3365,49730,3114
3385,90274,19259
3386,102138,820
3387,98645,11718
3388,93148,8989
3392,98309,11157
3394,92666,918
3396,79588,11176
3397,82474,14900
3398,87755,11899
3401,88760,19736
